Row,prolific_pid,block,correct_input,rt,srt_input_pressed,srt_sequence_index,srt_trial_index,trial_index,trial_type,was_input_correct,responses,experiment,useragent,survey_part
3200,5b967da6ed8d510001716eae,29,2,551,1,12,12,1,unity-loader,0,NULL,"Level 1",NULL,NULL
3201,5b967da6ed8d510001716eae,29,2,1758,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
3202,5b967da6ed8d510001716eae,30,3,309,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3203,5b967da6ed8d510001716eae,30,1,303,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3204,5b967da6ed8d510001716eae,30,3,366,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3205,5b967da6ed8d510001716eae,30,2,474,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3206,5b967da6ed8d510001716eae,30,0,600,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3207,5b967da6ed8d510001716eae,30,1,112,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3208,5b967da6ed8d510001716eae,30,0,497,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3209,5b967da6ed8d510001716eae,30,2,525,3,8,8,1,unity-loader,0,NULL,"Level 1",NULL,NULL
3210,5b967da6ed8d510001716eae,30,2,1758,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3211,5b967da6ed8d510001716eae,30,1,487,0,9,9,1,unity-loader,0,NULL,"Level 1",NULL,NULL
3212,5b967da6ed8d510001716eae,30,1,1676,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3213,5b967da6ed8d510001716eae,30,0,529,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3214,5b967da6ed8d510001716eae,30,3,496,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3215,5b967da6ed8d510001716eae,30,2,468,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
3216,5b967da6ed8d510001716eae,NULL,NULL,NULL,NULL,NULL,NULL,4,call-function,NULL,NULL,NULL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",NULL
3217,5b967da6ed8d510001716eae,NULL,NULL,3195,NULL,NULL,NULL,5,html-button-response,NULL,NULL,NULL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",NULL
3218,5b967da6ed8d510001716eae,NULL,NULL,13802,NULL,NULL,NULL,6,survey-text,NULL,"{"Q0":"31","Q1":"female","Q2":"2"}",NULL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",1
3219,5b967da6ed8d510001716eae,NULL,NULL,7057,NULL,NULL,NULL,7,survey-multi-select,NULL,"{"Q0":[]}",NULL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2
3220,5b967da6ed8d510001716eae,NULL,NULL,33964,NULL,NULL,NULL,8,survey-multi-choice,NULL,"{"Q0":"Would not play again","Q1":"Would not motivate me","Q2":"Would not motivate me","Q3":"Would not motivate me"}",NULL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3
3221,5b967da6ed8d510001716eae,NULL,NULL,40726,NULL,NULL,NULL,9,survey-text,NULL,"{"Q0":"you could just write down the order of the trucks and cheat."}",NULL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",4
3222,5b842ff5338a930001565f9d,NULL,NULL,1549,NULL,NULL,NULL,0,html-button-response,NULL,NULL,NULL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",NULL
3223,5b842ff5338a930001565f9d,1,3,1218,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3224,5b842ff5338a930001565f9d,1,1,783,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3225,5b842ff5338a930001565f9d,1,3,767,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3226,5b842ff5338a930001565f9d,1,2,651,1,4,4,1,unity-loader,0,NULL,"Level 1",NULL,NULL
3227,5b842ff5338a930001565f9d,1,2,3184,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3228,5b842ff5338a930001565f9d,1,0,1083,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3229,5b842ff5338a930001565f9d,1,1,999,2,6,6,1,unity-loader,0,NULL,"Level 1",NULL,NULL
3230,5b842ff5338a930001565f9d,1,1,4683,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3231,5b842ff5338a930001565f9d,1,0,1184,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3232,5b842ff5338a930001565f9d,1,2,1217,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3233,5b842ff5338a930001565f9d,1,1,934,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3234,5b842ff5338a930001565f9d,1,0,667,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3235,5b842ff5338a930001565f9d,1,3,1116,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3236,5b842ff5338a930001565f9d,1,2,650,1,12,12,1,unity-loader,0,NULL,"Level 1",NULL,NULL
3237,5b842ff5338a930001565f9d,1,2,1899,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
3238,5b842ff5338a930001565f9d,2,3,917,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3239,5b842ff5338a930001565f9d,2,1,933,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3240,5b842ff5338a930001565f9d,2,3,551,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3241,5b842ff5338a930001565f9d,2,2,550,1,4,4,1,unity-loader,0,NULL,"Level 1",NULL,NULL
3242,5b842ff5338a930001565f9d,2,2,4017,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3243,5b842ff5338a930001565f9d,2,0,667,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3244,5b842ff5338a930001565f9d,2,1,834,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3245,5b842ff5338a930001565f9d,2,0,567,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3246,5b842ff5338a930001565f9d,2,2,567,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3247,5b842ff5338a930001565f9d,2,1,649,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3248,5b842ff5338a930001565f9d,2,0,500,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3249,5b842ff5338a930001565f9d,2,3,516,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3250,5b842ff5338a930001565f9d,2,2,533,1,12,12,1,unity-loader,0,NULL,"Level 1",NULL,NULL
3251,5b842ff5338a930001565f9d,2,2,3516,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
3252,5b842ff5338a930001565f9d,3,3,933,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3253,5b842ff5338a930001565f9d,3,1,986,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3254,5b842ff5338a930001565f9d,3,3,517,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3255,5b842ff5338a930001565f9d,3,2,700,1,4,4,1,unity-loader,0,NULL,"Level 1",NULL,NULL
3256,5b842ff5338a930001565f9d,3,2,1900,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3257,5b842ff5338a930001565f9d,3,0,566,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3258,5b842ff5338a930001565f9d,3,1,532,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3259,5b842ff5338a930001565f9d,3,0,466,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3260,5b842ff5338a930001565f9d,3,2,667,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3261,5b842ff5338a930001565f9d,3,1,682,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3262,5b842ff5338a930001565f9d,3,0,484,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3263,5b842ff5338a930001565f9d,3,3,417,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3264,5b842ff5338a930001565f9d,3,2,435,1,12,12,1,unity-loader,0,NULL,"Level 1",NULL,NULL
3265,5b842ff5338a930001565f9d,3,2,1801,1,12,12,1,unity-loader,0,NULL,"Level 1",NULL,NULL
3266,5b842ff5338a930001565f9d,3,2,3601,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
3267,5b842ff5338a930001565f9d,4,3,950,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3268,5b842ff5338a930001565f9d,4,1,765,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3269,5b842ff5338a930001565f9d,4,3,517,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3270,5b842ff5338a930001565f9d,4,2,883,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3271,5b842ff5338a930001565f9d,4,0,448,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3272,5b842ff5338a930001565f9d,4,1,533,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3273,5b842ff5338a930001565f9d,4,0,617,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3274,5b842ff5338a930001565f9d,4,2,533,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3275,5b842ff5338a930001565f9d,4,1,382,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3276,5b842ff5338a930001565f9d,4,0,634,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3277,5b842ff5338a930001565f9d,4,3,466,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3278,5b842ff5338a930001565f9d,4,2,553,1,12,12,1,unity-loader,0,NULL,"Level 1",NULL,NULL
3279,5b842ff5338a930001565f9d,4,2,2167,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
3280,5b842ff5338a930001565f9d,5,3,849,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3281,5b842ff5338a930001565f9d,5,1,582,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3282,5b842ff5338a930001565f9d,5,3,417,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3283,5b842ff5338a930001565f9d,5,2,385,1,4,4,1,unity-loader,0,NULL,"Level 1",NULL,NULL
3284,5b842ff5338a930001565f9d,5,2,1718,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3285,5b842ff5338a930001565f9d,5,0,451,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3286,5b842ff5338a930001565f9d,5,1,485,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3287,5b842ff5338a930001565f9d,5,0,416,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3288,5b842ff5338a930001565f9d,5,2,500,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3289,5b842ff5338a930001565f9d,5,1,450,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3290,5b842ff5338a930001565f9d,5,0,467,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3291,5b842ff5338a930001565f9d,5,3,350,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3292,5b842ff5338a930001565f9d,5,2,719,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
3293,5b842ff5338a930001565f9d,6,3,500,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3294,5b842ff5338a930001565f9d,6,1,982,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3295,5b842ff5338a930001565f9d,6,3,450,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3296,5b842ff5338a930001565f9d,6,2,684,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3297,5b842ff5338a930001565f9d,6,0,400,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3298,5b842ff5338a930001565f9d,6,1,600,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3299,5b842ff5338a930001565f9d,6,0,434,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3300,5b842ff5338a930001565f9d,6,2,515,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3301,5b842ff5338a930001565f9d,6,1,367,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3302,5b842ff5338a930001565f9d,6,0,416,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3303,5b842ff5338a930001565f9d,6,3,384,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3304,5b842ff5338a930001565f9d,6,2,550,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
3305,5b842ff5338a930001565f9d,7,3,384,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3306,5b842ff5338a930001565f9d,7,1,532,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3307,5b842ff5338a930001565f9d,7,3,401,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3308,5b842ff5338a930001565f9d,7,2,469,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3309,5b842ff5338a930001565f9d,7,0,317,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3310,5b842ff5338a930001565f9d,7,1,634,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3311,5b842ff5338a930001565f9d,7,0,517,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3312,5b842ff5338a930001565f9d,7,2,750,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3313,5b842ff5338a930001565f9d,7,1,334,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3314,5b842ff5338a930001565f9d,7,0,431,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3315,5b842ff5338a930001565f9d,7,3,301,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3316,5b842ff5338a930001565f9d,7,2,600,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
3317,5b842ff5338a930001565f9d,8,3,384,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3318,5b842ff5338a930001565f9d,8,1,533,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3319,5b842ff5338a930001565f9d,8,3,450,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3320,5b842ff5338a930001565f9d,8,2,367,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3321,5b842ff5338a930001565f9d,8,0,333,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3322,5b842ff5338a930001565f9d,8,1,516,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3323,5b842ff5338a930001565f9d,8,0,501,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3324,5b842ff5338a930001565f9d,8,2,366,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3325,5b842ff5338a930001565f9d,8,1,433,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3326,5b842ff5338a930001565f9d,8,0,849,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3327,5b842ff5338a930001565f9d,8,3,268,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3328,5b842ff5338a930001565f9d,8,2,334,1,12,12,1,unity-loader,0,NULL,"Level 1",NULL,NULL
3329,5b842ff5338a930001565f9d,8,2,1383,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
3330,5b842ff5338a930001565f9d,9,3,517,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3331,5b842ff5338a930001565f9d,9,1,616,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3332,5b842ff5338a930001565f9d,9,3,349,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3333,5b842ff5338a930001565f9d,9,2,484,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3334,5b842ff5338a930001565f9d,9,0,401,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3335,5b842ff5338a930001565f9d,9,1,501,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3336,5b842ff5338a930001565f9d,9,0,467,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3337,5b842ff5338a930001565f9d,9,2,599,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3338,5b842ff5338a930001565f9d,9,1,500,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3339,5b842ff5338a930001565f9d,9,0,533,1,10,10,1,unity-loader,0,NULL,"Level 1",NULL,NULL
3340,5b842ff5338a930001565f9d,9,0,1951,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3341,5b842ff5338a930001565f9d,9,3,317,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3342,5b842ff5338a930001565f9d,9,2,317,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
3343,5b842ff5338a930001565f9d,10,3,349,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3344,5b842ff5338a930001565f9d,10,1,482,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3345,5b842ff5338a930001565f9d,10,3,351,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3346,5b842ff5338a930001565f9d,10,2,334,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3347,5b842ff5338a930001565f9d,10,0,332,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3348,5b842ff5338a930001565f9d,10,1,616,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3349,5b842ff5338a930001565f9d,10,0,533,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3350,5b842ff5338a930001565f9d,10,2,416,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3351,5b842ff5338a930001565f9d,10,1,368,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3352,5b842ff5338a930001565f9d,10,0,466,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3353,5b842ff5338a930001565f9d,10,3,382,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3354,5b842ff5338a930001565f9d,10,2,568,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
3355,5b842ff5338a930001565f9d,11,3,334,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3356,5b842ff5338a930001565f9d,11,1,351,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3357,5b842ff5338a930001565f9d,11,3,351,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3358,5b842ff5338a930001565f9d,11,2,267,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3359,5b842ff5338a930001565f9d,11,0,466,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3360,5b842ff5338a930001565f9d,11,1,432,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3361,5b842ff5338a930001565f9d,11,0,466,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3362,5b842ff5338a930001565f9d,11,2,266,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3363,5b842ff5338a930001565f9d,11,1,333,0,9,9,1,unity-loader,0,NULL,"Level 1",NULL,NULL
3364,5b842ff5338a930001565f9d,11,1,5083,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3365,5b842ff5338a930001565f9d,11,0,517,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3366,5b842ff5338a930001565f9d,11,3,333,2,11,11,1,unity-loader,0,NULL,"Level 1",NULL,NULL
3367,5b842ff5338a930001565f9d,11,3,1883,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3368,5b842ff5338a930001565f9d,11,2,548,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
3369,5b842ff5338a930001565f9d,12,3,333,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3370,5b842ff5338a930001565f9d,12,1,402,0,2,2,1,unity-loader,0,NULL,"Level 1",NULL,NULL
3371,5b842ff5338a930001565f9d,12,1,1601,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3372,5b842ff5338a930001565f9d,12,3,400,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3373,5b842ff5338a930001565f9d,12,2,349,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3374,5b842ff5338a930001565f9d,12,0,465,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3375,5b842ff5338a930001565f9d,12,1,400,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3376,5b842ff5338a930001565f9d,12,0,616,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3377,5b842ff5338a930001565f9d,12,2,634,1,8,8,1,unity-loader,0,NULL,"Level 1",NULL,NULL
3378,5b842ff5338a930001565f9d,12,2,1834,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3379,5b842ff5338a930001565f9d,12,1,584,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3380,5b842ff5338a930001565f9d,12,0,416,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3381,5b842ff5338a930001565f9d,12,3,516,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3382,5b842ff5338a930001565f9d,12,2,749,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
3383,5b842ff5338a930001565f9d,13,3,700,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3384,5b842ff5338a930001565f9d,13,1,484,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3385,5b842ff5338a930001565f9d,13,3,434,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3386,5b842ff5338a930001565f9d,13,2,500,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3387,5b842ff5338a930001565f9d,13,0,434,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3388,5b842ff5338a930001565f9d,13,1,351,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3389,5b842ff5338a930001565f9d,13,0,651,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3390,5b842ff5338a930001565f9d,13,2,552,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3391,5b842ff5338a930001565f9d,13,1,317,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3392,5b842ff5338a930001565f9d,13,0,433,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3393,5b842ff5338a930001565f9d,13,3,433,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3394,5b842ff5338a930001565f9d,13,2,616,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
3395,5b842ff5338a930001565f9d,14,3,334,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3396,5b842ff5338a930001565f9d,14,1,384,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3397,5b842ff5338a930001565f9d,14,3,349,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3398,5b842ff5338a930001565f9d,14,2,317,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3399,5b842ff5338a930001565f9d,14,0,500,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3400,5b842ff5338a930001565f9d,14,1,500,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3401,5b842ff5338a930001565f9d,14,0,418,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3402,5b842ff5338a930001565f9d,14,2,367,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3403,5b842ff5338a930001565f9d,14,1,417,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3404,5b842ff5338a930001565f9d,14,0,433,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3405,5b842ff5338a930001565f9d,14,3,434,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3406,5b842ff5338a930001565f9d,14,2,516,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
3407,5b842ff5338a930001565f9d,15,3,315,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3408,5b842ff5338a930001565f9d,15,1,416,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3409,5b842ff5338a930001565f9d,15,3,415,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3410,5b842ff5338a930001565f9d,15,2,233,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3411,5b842ff5338a930001565f9d,15,0,466,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3412,5b842ff5338a930001565f9d,15,1,451,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3413,5b842ff5338a930001565f9d,15,0,549,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3414,5b842ff5338a930001565f9d,15,2,301,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3415,5b842ff5338a930001565f9d,15,1,333,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3416,5b842ff5338a930001565f9d,15,0,451,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3417,5b842ff5338a930001565f9d,15,3,300,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3418,5b842ff5338a930001565f9d,15,2,319,0,12,12,1,unity-loader,0,NULL,"Level 1",NULL,NULL
3419,5b842ff5338a930001565f9d,15,2,3168,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
3420,5b842ff5338a930001565f9d,16,3,282,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3421,5b842ff5338a930001565f9d,16,1,484,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3422,5b842ff5338a930001565f9d,16,3,383,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3423,5b842ff5338a930001565f9d,16,2,266,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3424,5b842ff5338a930001565f9d,16,0,382,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3425,5b842ff5338a930001565f9d,16,1,585,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3426,5b842ff5338a930001565f9d,16,0,417,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3427,5b842ff5338a930001565f9d,16,2,352,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
3428,5b842ff5338a930001565f9d,16,1,434,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
