Row,prolific_pid,block,correct_input,rt,srt_input_pressed,srt_sequence_index,srt_trial_index,trial_index,trial_type,was_input_correct,responses,experiment,useragent,survey_part
990,5b95a66ba2980c0001c481a6,19,2,243,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
991,5b95a66ba2980c0001c481a6,19,0,319,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
992,5b95a66ba2980c0001c481a6,19,1,535,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
993,5b95a66ba2980c0001c481a6,19,0,402,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
994,5b95a66ba2980c0001c481a6,19,2,590,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
995,5b95a66ba2980c0001c481a6,19,1,314,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
996,5b95a66ba2980c0001c481a6,19,0,264,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
997,5b95a66ba2980c0001c481a6,19,3,333,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
998,5b95a66ba2980c0001c481a6,19,2,320,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
999,5b95a66ba2980c0001c481a6,20,3,479,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1000,5b95a66ba2980c0001c481a6,20,1,284,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1001,5b95a66ba2980c0001c481a6,20,3,347,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1002,5b95a66ba2980c0001c481a6,20,2,277,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1003,5b95a66ba2980c0001c481a6,20,0,444,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1004,5b95a66ba2980c0001c481a6,20,1,487,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1005,5b95a66ba2980c0001c481a6,20,0,486,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1006,5b95a66ba2980c0001c481a6,20,2,401,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1007,5b95a66ba2980c0001c481a6,20,1,382,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1008,5b95a66ba2980c0001c481a6,20,0,313,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1009,5b95a66ba2980c0001c481a6,20,3,308,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1010,5b95a66ba2980c0001c481a6,20,2,341,1,12,12,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1011,5b95a66ba2980c0001c481a6,20,2,1454,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
1012,5b95a66ba2980c0001c481a6,21,3,556,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1013,5b95a66ba2980c0001c481a6,21,1,480,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1014,5b95a66ba2980c0001c481a6,21,3,243,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1015,5b95a66ba2980c0001c481a6,21,2,301,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1016,5b95a66ba2980c0001c481a6,21,0,291,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1017,5b95a66ba2980c0001c481a6,21,1,312,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1018,5b95a66ba2980c0001c481a6,21,0,388,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1019,5b95a66ba2980c0001c481a6,21,2,390,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1020,5b95a66ba2980c0001c481a6,21,1,313,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1021,5b95a66ba2980c0001c481a6,21,0,432,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1022,5b95a66ba2980c0001c481a6,21,3,389,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1023,5b95a66ba2980c0001c481a6,21,2,375,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
1024,5b95a66ba2980c0001c481a6,22,3,208,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1025,5b95a66ba2980c0001c481a6,22,1,436,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1026,5b95a66ba2980c0001c481a6,22,3,304,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1027,5b95a66ba2980c0001c481a6,22,2,301,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1028,5b95a66ba2980c0001c481a6,22,0,286,1,5,5,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1029,5b95a66ba2980c0001c481a6,22,0,1021,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1030,5b95a66ba2980c0001c481a6,22,1,361,2,6,6,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1031,5b95a66ba2980c0001c481a6,22,1,1012,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1032,5b95a66ba2980c0001c481a6,22,0,388,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1033,5b95a66ba2980c0001c481a6,22,2,375,3,8,8,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1034,5b95a66ba2980c0001c481a6,22,2,1172,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1035,5b95a66ba2980c0001c481a6,22,1,264,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1036,5b95a66ba2980c0001c481a6,22,0,360,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1037,5b95a66ba2980c0001c481a6,22,3,429,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1038,5b95a66ba2980c0001c481a6,22,2,396,1,12,12,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1039,5b95a66ba2980c0001c481a6,22,2,1090,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
1040,5b95a66ba2980c0001c481a6,23,3,376,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1041,5b95a66ba2980c0001c481a6,23,1,257,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1042,5b95a66ba2980c0001c481a6,23,3,242,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1043,5b95a66ba2980c0001c481a6,23,2,244,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1044,5b95a66ba2980c0001c481a6,23,0,368,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1045,5b95a66ba2980c0001c481a6,23,1,424,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1046,5b95a66ba2980c0001c481a6,23,0,466,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1047,5b95a66ba2980c0001c481a6,23,2,425,3,8,8,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1048,5b95a66ba2980c0001c481a6,23,2,1278,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1049,5b95a66ba2980c0001c481a6,23,1,235,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1050,5b95a66ba2980c0001c481a6,23,0,535,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1051,5b95a66ba2980c0001c481a6,23,3,339,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1052,5b95a66ba2980c0001c481a6,23,2,340,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
1053,5b95a66ba2980c0001c481a6,24,3,320,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1054,5b95a66ba2980c0001c481a6,24,1,257,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1055,5b95a66ba2980c0001c481a6,24,3,321,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1056,5b95a66ba2980c0001c481a6,24,2,347,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1057,5b95a66ba2980c0001c481a6,24,0,361,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1058,5b95a66ba2980c0001c481a6,24,1,549,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1059,5b95a66ba2980c0001c481a6,24,0,500,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1060,5b95a66ba2980c0001c481a6,24,2,514,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1061,5b95a66ba2980c0001c481a6,24,1,375,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1062,5b95a66ba2980c0001c481a6,24,0,314,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1063,5b95a66ba2980c0001c481a6,24,3,354,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1064,5b95a66ba2980c0001c481a6,24,2,333,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
1065,5b95a66ba2980c0001c481a6,25,3,541,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1066,5b95a66ba2980c0001c481a6,25,1,431,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1067,5b95a66ba2980c0001c481a6,25,3,284,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1068,5b95a66ba2980c0001c481a6,25,2,209,0,4,4,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1069,5b95a66ba2980c0001c481a6,25,2,2207,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1070,5b95a66ba2980c0001c481a6,25,0,354,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1071,5b95a66ba2980c0001c481a6,25,1,402,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1072,5b95a66ba2980c0001c481a6,25,0,376,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1073,5b95a66ba2980c0001c481a6,25,2,353,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1074,5b95a66ba2980c0001c481a6,25,1,277,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1075,5b95a66ba2980c0001c481a6,25,0,333,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1076,5b95a66ba2980c0001c481a6,25,3,259,2,11,11,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1077,5b95a66ba2980c0001c481a6,25,3,1070,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1078,5b95a66ba2980c0001c481a6,25,2,493,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
1079,5b95a66ba2980c0001c481a6,26,3,432,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1080,5b95a66ba2980c0001c481a6,26,1,236,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1081,5b95a66ba2980c0001c481a6,26,3,264,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1082,5b95a66ba2980c0001c481a6,26,2,257,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1083,5b95a66ba2980c0001c481a6,26,0,265,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1084,5b95a66ba2980c0001c481a6,26,1,368,2,6,6,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1085,5b95a66ba2980c0001c481a6,26,1,1465,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1086,5b95a66ba2980c0001c481a6,26,0,369,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1087,5b95a66ba2980c0001c481a6,26,2,264,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1088,5b95a66ba2980c0001c481a6,26,1,273,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1089,5b95a66ba2980c0001c481a6,26,0,395,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1090,5b95a66ba2980c0001c481a6,26,3,277,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1091,5b95a66ba2980c0001c481a6,26,2,292,1,12,12,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1092,5b95a66ba2980c0001c481a6,26,2,1062,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
1093,5b95a66ba2980c0001c481a6,27,3,756,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1094,5b95a66ba2980c0001c481a6,27,1,554,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1095,5b95a66ba2980c0001c481a6,27,3,500,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1096,5b95a66ba2980c0001c481a6,27,2,520,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1097,5b95a66ba2980c0001c481a6,27,0,452,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1098,5b95a66ba2980c0001c481a6,27,1,564,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1099,5b95a66ba2980c0001c481a6,27,0,403,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1100,5b95a66ba2980c0001c481a6,27,2,438,3,8,8,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1101,5b95a66ba2980c0001c481a6,27,2,1311,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1102,5b95a66ba2980c0001c481a6,27,1,410,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1103,5b95a66ba2980c0001c481a6,27,0,415,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1104,5b95a66ba2980c0001c481a6,27,3,1237,2,11,11,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1105,5b95a66ba2980c0001c481a6,27,3,1792,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1106,5b95a66ba2980c0001c481a6,27,2,416,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
1107,5b95a66ba2980c0001c481a6,28,3,375,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1108,5b95a66ba2980c0001c481a6,28,1,737,0,2,2,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1109,5b95a66ba2980c0001c481a6,28,1,1353,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1110,5b95a66ba2980c0001c481a6,28,3,306,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1111,5b95a66ba2980c0001c481a6,28,2,429,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1112,5b95a66ba2980c0001c481a6,28,0,520,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1113,5b95a66ba2980c0001c481a6,28,1,327,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1114,5b95a66ba2980c0001c481a6,28,0,318,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1115,5b95a66ba2980c0001c481a6,28,2,590,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1116,5b95a66ba2980c0001c481a6,28,1,459,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1117,5b95a66ba2980c0001c481a6,28,0,243,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1118,5b95a66ba2980c0001c481a6,28,3,452,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1119,5b95a66ba2980c0001c481a6,28,2,381,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
1120,5b95a66ba2980c0001c481a6,29,3,486,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1121,5b95a66ba2980c0001c481a6,29,1,682,0,2,2,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1122,5b95a66ba2980c0001c481a6,29,1,1313,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1123,5b95a66ba2980c0001c481a6,29,3,465,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1124,5b95a66ba2980c0001c481a6,29,2,298,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1125,5b95a66ba2980c0001c481a6,29,0,388,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1126,5b95a66ba2980c0001c481a6,29,1,326,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1127,5b95a66ba2980c0001c481a6,29,0,347,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1128,5b95a66ba2980c0001c481a6,29,2,487,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1129,5b95a66ba2980c0001c481a6,29,1,514,0,9,9,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1130,5b95a66ba2980c0001c481a6,29,1,1181,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1131,5b95a66ba2980c0001c481a6,29,0,348,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1132,5b95a66ba2980c0001c481a6,29,3,382,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1133,5b95a66ba2980c0001c481a6,29,2,415,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
1134,5b95a66ba2980c0001c481a6,30,3,354,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1135,5b95a66ba2980c0001c481a6,30,1,325,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1136,5b95a66ba2980c0001c481a6,30,3,244,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1137,5b95a66ba2980c0001c481a6,30,2,271,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1138,5b95a66ba2980c0001c481a6,30,0,284,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1139,5b95a66ba2980c0001c481a6,30,1,345,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1140,5b95a66ba2980c0001c481a6,30,0,346,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1141,5b95a66ba2980c0001c481a6,30,2,395,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1142,5b95a66ba2980c0001c481a6,30,1,298,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1143,5b95a66ba2980c0001c481a6,30,0,375,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1144,5b95a66ba2980c0001c481a6,30,3,319,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1145,5b95a66ba2980c0001c481a6,30,2,298,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
1146,5b95a66ba2980c0001c481a6,NULL,NULL,NULL,NULL,NULL,NULL,4,call-function,NULL,NULL,NULL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",NULL
1147,5b95a66ba2980c0001c481a6,NULL,NULL,6746,NULL,NULL,NULL,5,html-button-response,NULL,NULL,NULL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",NULL
1148,5b95a66ba2980c0001c481a6,NULL,NULL,11331,NULL,NULL,NULL,6,survey-text,NULL,"{"Q0":"20","Q1":"male","Q2":"0"}",NULL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",1
1149,5b95a66ba2980c0001c481a6,NULL,NULL,2726,NULL,NULL,NULL,7,survey-multi-select,NULL,"{"Q0":["Desktop/Laptop Web Browser"]}",NULL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2
1150,5b95a66ba2980c0001c481a6,NULL,NULL,4713,NULL,NULL,NULL,8,survey-multi-choice,NULL,"{"Q0":"Would play again","Q1":"Would motivate me","Q2":"Would motivate me","Q3":"Would motivate me"}",NULL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3
1151,5b95a66ba2980c0001c481a6,NULL,NULL,1553,NULL,NULL,NULL,9,survey-text,NULL,"{"Q0":""}",NULL,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",4
1152,5b7d779eaa781f0001b14189,NULL,NULL,1574,NULL,NULL,NULL,0,html-button-response,NULL,NULL,NULL,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1 Safari/605.1.15",NULL
1153,5b7d779eaa781f0001b14189,1,3,551,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1154,5b7d779eaa781f0001b14189,1,1,584,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1155,5b7d779eaa781f0001b14189,1,3,433,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1156,5b7d779eaa781f0001b14189,1,2,519,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1157,5b7d779eaa781f0001b14189,1,0,402,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1158,5b7d779eaa781f0001b14189,1,1,483,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1159,5b7d779eaa781f0001b14189,1,0,452,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1160,5b7d779eaa781f0001b14189,1,2,419,3,8,8,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1161,5b7d779eaa781f0001b14189,1,2,1537,1,8,8,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1162,5b7d779eaa781f0001b14189,1,2,3041,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1163,5b7d779eaa781f0001b14189,1,1,636,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1164,5b7d779eaa781f0001b14189,1,0,451,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1165,5b7d779eaa781f0001b14189,1,3,484,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1166,5b7d779eaa781f0001b14189,1,2,551,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
1167,5b7d779eaa781f0001b14189,2,3,368,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1168,5b7d779eaa781f0001b14189,2,1,469,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1169,5b7d779eaa781f0001b14189,2,3,350,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1170,5b7d779eaa781f0001b14189,2,2,451,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1171,5b7d779eaa781f0001b14189,2,0,402,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1172,5b7d779eaa781f0001b14189,2,1,517,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1173,5b7d779eaa781f0001b14189,2,0,400,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1174,5b7d779eaa781f0001b14189,2,2,318,3,8,8,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1175,5b7d779eaa781f0001b14189,2,2,1338,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1176,5b7d779eaa781f0001b14189,2,1,586,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1177,5b7d779eaa781f0001b14189,2,0,368,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1178,5b7d779eaa781f0001b14189,2,3,435,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1179,5b7d779eaa781f0001b14189,2,2,385,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
1180,5b7d779eaa781f0001b14189,3,3,384,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1181,5b7d779eaa781f0001b14189,3,1,368,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1182,5b7d779eaa781f0001b14189,3,3,349,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1183,5b7d779eaa781f0001b14189,3,2,318,1,4,4,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1184,5b7d779eaa781f0001b14189,3,2,1755,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1185,5b7d779eaa781f0001b14189,3,0,434,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1186,5b7d779eaa781f0001b14189,3,1,334,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1187,5b7d779eaa781f0001b14189,3,0,416,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1188,5b7d779eaa781f0001b14189,3,2,368,3,8,8,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1189,5b7d779eaa781f0001b14189,3,2,1370,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1190,5b7d779eaa781f0001b14189,3,1,317,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1191,5b7d779eaa781f0001b14189,3,0,350,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1192,5b7d779eaa781f0001b14189,3,3,300,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1193,5b7d779eaa781f0001b14189,3,2,318,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
1194,5b7d779eaa781f0001b14189,4,3,368,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1195,5b7d779eaa781f0001b14189,4,1,518,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1196,5b7d779eaa781f0001b14189,4,3,317,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1197,5b7d779eaa781f0001b14189,4,2,334,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1198,5b7d779eaa781f0001b14189,4,0,349,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1199,5b7d779eaa781f0001b14189,4,1,384,1,6,6,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1200,5b7d779eaa781f0001b14189,4,0,351,0,7,7,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1201,5b7d779eaa781f0001b14189,4,2,385,2,8,8,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1202,5b7d779eaa781f0001b14189,4,1,351,1,9,9,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1203,5b7d779eaa781f0001b14189,4,0,335,0,10,10,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1204,5b7d779eaa781f0001b14189,4,3,366,3,11,11,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1205,5b7d779eaa781f0001b14189,4,2,400,2,12,12,1,unity-loader,1,NULL,,NULL,NULL
1206,5b7d779eaa781f0001b14189,5,3,317,3,1,1,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1207,5b7d779eaa781f0001b14189,5,1,335,0,2,2,1,unity-loader,0,NULL,"Level 1",NULL,NULL
1208,5b7d779eaa781f0001b14189,5,1,1504,1,2,2,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1209,5b7d779eaa781f0001b14189,5,3,402,3,3,3,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1210,5b7d779eaa781f0001b14189,5,2,267,2,4,4,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1211,5b7d779eaa781f0001b14189,5,0,384,0,5,5,1,unity-loader,1,NULL,"Level 1",NULL,NULL
1212,5b7d779eaa781f0001b14189,5,1,253,2,6,6,1,unity-loader,0,NULL,"Level 1",NULL,NULL
